,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu3121,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu3122,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3123,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu3124,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcaceae_unclassified,NA
Otu3125,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3126,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3127,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3128,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonadaceae_unclassified,NA
Otu3129,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu3130,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Otu3131,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified,NA
Otu3132,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified,NA
Otu3133,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3134,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,NA
Otu3135,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum,NA
Otu3136,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu3137,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu3138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3139,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,NA
Otu3140,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Otu3141,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu3142,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospiraceae_unclassified,NA
Otu3143,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Otu3144,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,NA
Otu3145,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu3146,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Saccharofermentans,NA
Otu3147,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-009,NA
Otu3538,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA
Otu3539,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3540,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu3541,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3542,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA
Otu3543,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,NA
Otu3544,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,NA
Otu3545,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu3546,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,NA
Otu3547,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3548,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3549,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified,NA
Otu3550,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3551,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3552,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3553,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3554,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3555,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,NA
Otu3556,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3557,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu3558,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellales-Selenomonadales_unclassified,Veillonellales-Selenomonadales_unclassified,NA
Otu3559,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3560,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,NA
Otu3561,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu3562,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,NA
Otu3563,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3564,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3565,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010_ge,NA
Otu3566,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu3567,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,NA
Otu3568,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3569,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3570,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3571,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu3572,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3573,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
Otu3574,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3575,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,NA
Otu3576,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group_fa,Clostridia_vadinBB60_group_ge,NA
Otu3577,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonadaceae_unclassified,NA
Otu3578,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3579,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu3580,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3581,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriales_unclassified,Coriobacteriales_unclassified,NA
Otu3582,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group_ge,NA
Otu3583,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified,NA
Otu3584,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3585,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,NA
Otu3586,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu3587,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu3588,Bacteria,Bacteroidota,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidota_unclassified,NA
Otu3589,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3590,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
Otu3591,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu3592,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3593,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,NA
Otu3594,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu3595,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,NA
Otu3596,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,NA
Otu3597,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu3598,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,NA
Otu3599,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu3600,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3601,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3602,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu3603,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3604,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3605,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,NA
Otu3606,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3607,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,NA
Otu3608,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,NA
Otu3609,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,NA
Otu3610,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA
Otu3611,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3612,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified,NA
Otu3613,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu3614,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Saccharofermentans,NA
Otu3615,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3616,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA
Otu3617,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3618,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Otu3619,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
Otu3620,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,NA
Otu3621,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu3622,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3623,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovoracaceae_unclassified,NA
Otu3624,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3625,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu3626,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NA
Otu3627,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3628,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group_fa,Clostridia_vadinBB60_group_ge,NA
Otu3629,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA
Otu3630,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,NA
Otu3631,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,NA
Otu3632,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu3633,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu3634,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu3635,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu3636,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu3637,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,NA
Otu101,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu102,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group_ge,NA
Otu103,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu104,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu105,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcaceae_unclassified,NA
Otu106,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,p-1088-a5_gut_group,NA
Otu107,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu108,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu109,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Otu110,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Pseudobutyrivibrio,NA
Otu111,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,uncultured,NA
Otu112,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu113,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu114,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu115,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu116,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu117,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu118,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,NA
Otu119,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,p-251-o5_ge,NA
Otu120,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu121,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu122,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu123,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu124,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu125,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,uncultured,NA
Otu126,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_XPB1014_group,NA
Otu127,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu128,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,NA
Otu129,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu130,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu131,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Otu132,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,NA
Otu133,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu134,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu135,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu136,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu137,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu138,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,NA
Otu139,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu140,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Anaerovibrio,NA
Otu141,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Moryella,NA
Otu142,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu143,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,NA
Otu144,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu145,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu146,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,NA
Otu147,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu148,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,NA
Otu149,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
Otu150,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcaceae_unclassified,NA
Otu151,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_XPB1014_group,NA
Otu152,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu153,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu154,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,probable_genus_10,NA
Otu155,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ge,NA
Otu156,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu157,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,NA
Otu158,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA
Otu159,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Otu160,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
Otu161,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Otu162,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu163,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,NA
Otu164,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,NA
Otu165,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu166,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu167,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,NA
Otu168,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu169,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu170,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Moryella,NA
Otu171,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,NA
Otu172,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,NA
Otu173,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,NA
Otu174,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu175,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu176,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Otu177,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu178,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu179,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA
Otu180,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu181,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,uncultured,uncultured_ge,NA
Otu182,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Otu183,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
Otu184,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,NA
Otu185,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Otu186,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,NA
Otu187,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
Otu188,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Otu189,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,uncultured,uncultured_ge,NA
